,Country,Year,Population density (people per sq. km of land area),Score,Rank,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
1203,Qatar,2018,242.0959095,6.374,32.0,1.649,1.303,0.748,0.654,0.256,0.171
1204,Qatar,2019,246.4813751,6.374,29.0,1.684,1.313,0.871,0.555,0.22,0.167
1206,Romania,2015,86.12489569,5.124,86.0,9.7749,0.7588,66.5025,0.649,-0.1216,0.9554
1207,Romania,2016,85.63224531,5.528,71.0,1.1697,0.728,0.676,0.3671,0.1289,0.0068
1208,Romania,2017,85.13871262,5.825,57.0,1.218,1.15,0.685,0.457,0.134,0.004
1209,Romania,2018,84.63999478,5.945,52.0,1.116,1.219,0.726,0.528,0.088,0.001
1210,Romania,2019,84.19527121,6.07,48.0,1.162,1.232,0.825,0.462,0.083,0.005
1211,Romania,2020,83.82355268,6.123700142,47.0,10.1076,0.8252,67.2072,0.8428,-0.1978,0.9343
1218,Rwanda,2015,460.8458046,3.465,154.0,7.2566,0.7117,54.2074,0.8779,-0.0088,0.0923
1219,Rwanda,2016,472.9967167,3.515,152.0,0.3285,0.6159,0.3187,0.5432,0.2355,0.5052
1220,Rwanda,2017,485.6489664,3.471,151.0,0.369,0.946,0.326,0.582,0.253,0.455
1221,Rwanda,2018,498.6610863,3.408,151.0,0.332,0.896,0.4,0.636,0.2,0.444
1222,Rwanda,2019,511.8337252,3.334,152.0,0.359,0.711,0.614,0.555,0.217,0.411
1223,Rwanda,2020,525.0186056,3.312299967,150.0,7.6001,0.5408,61.0988,0.9006,0.0555,0.1835
1242,Saudi Arabia,2015,14.75453484,6.411,35.0,10.8539,0.8418,64.7446,0.6109,-0.1222,0.451
1243,Saudi Arabia,2016,15.09214957,6.379,34.0,1.4895,0.8483,0.5927,0.379,0.1546,0.3001
1244,Saudi Arabia,2017,15.39811926,6.344,37.0,1.531,1.287,0.59,0.45,0.148,0.273
1245,Saudi Arabia,2018,15.67796147,6.371,33.0,1.379,1.331,0.633,0.509,0.098,0.127
1246,Saudi Arabia,2019,15.94114919,6.375,28.0,1.403,1.357,0.795,0.439,0.08,0.132
1247,Saudi Arabia,2020,16.19483135,6.406499863,27.0,10.7978,0.8741,66.3051,0.8542,-0.1687,0.6826
1248,Senegal,2015,75.72040721,3.904,142.0,7.6948,0.7966,54.4516,0.6652,-0.0315,0.7961
1249,Senegal,2016,77.87624786,4.219,128.0,0.4431,0.7742,0.4046,0.3106,0.191,0.1168
1250,Senegal,2017,80.088059,4.535,115.0,0.479,1.18,0.409,0.378,0.183,0.115
1251,Senegal,2018,82.34729133,4.631,109.0,0.429,1.117,0.433,0.406,0.138,0.082
1252,Senegal,2019,84.64323482,4.681,111.0,0.45,1.134,0.571,0.292,0.153,0.072
1253,Senegal,2020,86.96790111,4.980800152,101.0,8.119,0.7236,59.5992,0.6906,-0.0523,0.8088
1254,Serbia,2015,81.12717814,5.123,87.0,9.398,0.8107,65.7602,0.5071,-0.052,0.9243
1255,Serbia,2016,80.70343014,5.177,86.0,1.0344,0.8133,0.6458,0.1572,0.2074,0.0434
1256,Serbia,2017,80.27507432,5.395,73.0,1.069,1.258,0.651,0.209,0.22,0.041
1257,Serbia,2018,79.8376858,5.398,78.0,0.975,1.369,0.685,0.288,0.134,0.043
1258,Serbia,2019,79.41041619,5.603,70.0,1.004,1.383,0.854,0.282,0.137,0.039
1259,Serbia,2020,78.98723988,5.77820015,64.0,9.681,0.8815,68.2102,0.7265,-0.0737,0.8435
1266,Sierra Leone,2015,99.36144361,4.507,123.0,7.5883,0.788,38.7185,0.7037,-0.0233,0.8266
1267,Sierra Leone,2016,101.5356886,4.635,111.0,0.3649,0.628,0.0,0.3069,0.239,0.082
1268,Sierra Leone,2017,103.7465641,4.709,106.0,0.368,0.984,0.006,0.319,0.293,0.071
1269,Sierra Leone,2018,105.9871017,4.571,113.0,0.256,0.813,0.0,0.355,0.238,0.053
1270,Sierra Leone,2019,108.2461485,4.374,129.0,0.268,0.841,0.242,0.309,0.252,0.045
1271,Sierra Leone,2020,110.5151704,3.926399946,139.0,7.2688,0.6361,50.8651,0.7153,0.0887,0.8613
1272,Singapore,2015,7806.77292,6.798,24.0,11.2416,0.815,75.7655,0.831,0.0988,0.187
1273,Singapore,2016,7908.720733,6.739,22.0,1.6455,0.8676,0.9472,0.4877,0.3271,0.4699
1274,Singapore,2017,7915.730606,6.572,26.0,1.692,1.354,0.949,0.55,0.346,0.464
1275,Singapore,2018,7952.99859,6.343,34.0,1.529,1.451,1.008,0.631,0.261,0.457
1276,Singapore,2019,8044.526093,6.262,34.0,1.572,1.463,1.141,0.556,0.271,0.453
1277,Singapore,2020,8019.473907,6.377099991,31.0,11.3955,0.9103,76.8046,0.9266,0.0299,0.1098
1290,Slovenia,2015,102.4461092,5.848,55.0,10.2088,0.9214,70.2775,0.8936,0.0255,0.9057
1291,Slovenia,2016,102.5241783,5.768,63.0,1.2995,1.0561,0.7915,0.5316,0.2574,0.0363
1292,Slovenia,2017,102.6108719,5.758,62.0,1.341,1.453,0.791,0.573,0.243,0.045
1293,Slovenia,2018,102.9922926,5.948,51.0,1.219,1.506,0.856,0.633,0.16,0.051
1294,Slovenia,2019,103.7119346,6.118,44.0,1.258,1.523,0.953,0.564,0.144,0.057
1295,Slovenia,2020,104.295008,6.363399982,33.0,10.3923,0.9396,71.103,0.9361,-0.0806,0.8171
1309,Somalia,2016,22.61235534,5.44,76.0,0.0,0.3361,0.1147,0.5678,0.2722,0.3118
1310,Somalia,2017,23.25559505,5.151,93.0,0.023,0.721,0.114,0.602,0.292,0.282
1311,Somalia,2018,23.92359008,4.982,98.0,0.0,0.712,0.115,0.674,0.238,0.282
1312,Somalia,2019,24.61648548,4.668,112.0,0.0,0.698,0.268,0.559,0.243,0.27
1314,South Africa,2015,45.65726286,4.642,113.0,9.3979,0.884,48.7233,0.6313,-0.1442,0.8251
1315,South Africa,2016,46.33427775,4.459,116.0,1.0242,0.9605,0.1861,0.4248,0.1366,0.0842
1316,South Africa,2017,46.99548343,4.829,101.0,1.055,1.385,0.187,0.479,0.139,0.073
1317,South Africa,2018,47.64075213,4.724,105.0,0.94,1.41,0.33,0.516,0.103,0.056
1318,South Africa,2019,48.27198889,4.722,106.0,0.96,1.351,0.469,0.389,0.13,0.055
1319,South Africa,2020,48.89059344,4.814099789,109.0,9.4034,0.8525,56.506,0.7593,-0.1098,0.8434
1333,South Sudan,2016,17.14155227,3.832,143.0,0.3939,0.1852,0.1578,0.1966,0.259,0.1302
1334,South Sudan,2017,17.26541057,3.591,147.0,0.397,0.601,0.163,0.147,0.286,0.117
1335,South Sudan,2018,17.36894371,3.254,154.0,0.337,0.608,0.177,0.112,0.224,0.106
1336,South Sudan,2019,17.50533581,2.853,156.0,0.306,0.575,0.295,0.01,0.202,0.091
1337,South Sudan,2020,17.71361108,2.816600084,152.0,7.4254,0.5537,51.0,0.4513,0.0165,0.7634
1338,Spain,2015,92.95268592,6.329,36.0,10.3472,0.9382,73.2497,0.7522,-0.0647,0.8644
1339,Spain,2016,93.04926296,6.361,37.0,1.3425,1.1294,0.879,0.3754,0.1766,0.0614
1340,Spain,2017,93.27091015,6.403,34.0,1.384,1.532,0.889,0.409,0.19,0.071
1341,Spain,2018,93.66979208,6.31,36.0,1.251,1.538,0.965,0.449,0.142,0.074
1342,Spain,2019,94.34185906,6.354,30.0,1.286,1.484,1.062,0.362,0.153,0.079
1343,Spain,2020,94.77829717,6.400899887,28.0,10.4629,0.9211,74.4027,0.752,-0.051,0.7659
1344,Sri Lanka,2015,338.8105278,4.271,132.0,9.1365,0.8146,64.3041,0.826,0.2223,0.8204
1345,Sri Lanka,2016,342.5750893,4.415,117.0,0.9732,0.8478,0.6201,0.5082,0.4698,0.0796
1346,Sri Lanka,2017,346.468906,4.44,120.0,1.01,1.26,0.625,0.561,0.491,0.074
1347,Sri Lanka,2018,350.284495,4.471,116.0,0.918,1.314,0.672,0.585,0.307,0.05
1348,Sri Lanka,2019,352.4343722,4.366,130.0,0.949,1.265,0.831,0.47,0.244,0.047
1349,Sri Lanka,2020,354.309453,4.327000141,130.0,9.39,0.8254,67.2001,0.8376,0.0811,0.859
1392,Sudan,2015,21.03599785,4.55,118.0,8.1733,0.8125,52.0443,0.4119,-0.0541,0.7337
1393,Sudan,2016,21.54800278,4.139,133.0,0.6307,0.8193,0.2976,0.0,0.1808,0.1004
1394,Sudan,2017,22.07037546,4.139,130.0,0.66,1.214,0.291,0.015,0.182,0.09
1395,Sudan,2018,22.60478579,4.139,137.0,0.605,1.24,0.312,0.016,0.134,0.082
1398,Suriname,2015,3.584205128,6.269,40.0,9.6274,0.7949,60.6955,0.8823,-0.0804,0.7499
1399,Suriname,2016,3.621044872,6.269,40.0,1.0969,0.7787,0.5093,0.5223,0.1666,0.1269
1404,Sweden,2015,24.05829958,7.364,8.0,10.6586,0.9278,71.6323,0.9422,0.1643,0.2719
1405,Sweden,2016,24.36248803,7.291,10.0,1.4518,1.0876,0.8312,0.5822,0.3825,0.4087
1406,Sweden,2017,24.69298078,7.284,9.0,1.494,1.478,0.831,0.613,0.385,0.384
1407,Sweden,2018,24.98149812,7.314,9.0,1.355,1.501,0.913,0.659,0.285,0.383
1408,Sweden,2019,25.23602907,7.343,7.0,1.387,1.487,1.009,0.574,0.267,0.373
1409,Sweden,2020,25.41907147,7.353499889,7.0,10.7588,0.9263,72.6008,0.9391,0.1116,0.2509
1410,Switzerland,2015,209.5958526,7.587,1.0,10.8573,0.9531,72.7369,0.9477,0.0807,0.3014
1411,Switzerland,2016,211.8972478,7.509,2.0,1.5273,1.1452,0.863,0.5856,0.2808,0.412
1412,Switzerland,2017,213.883834,7.494,4.0,1.565,1.517,0.858,0.62,0.291,0.367
1413,Switzerland,2018,215.4651922,7.487,5.0,1.42,1.549,0.927,0.66,0.256,0.357
1414,Switzerland,2019,217.0076296,7.48,6.0,1.452,1.526,1.052,0.572,0.263,0.343
1415,Switzerland,2020,218.5668955,7.559899807,3.0,10.9799,0.9428,74.1024,0.9213,0.1059,0.3037
1422,Tajikistan,2015,60.91230636,4.786,106.0,7.7729,0.7461,59.4521,0.7642,-0.0044,0.7272
1423,Tajikistan,2016,62.4221846,4.996,100.0,0.4883,0.756,0.5312,0.4341,0.26,0.1351
1424,Tajikistan,2017,63.98350025,5.041,96.0,0.525,1.271,0.529,0.472,0.249,0.146
1425,Tajikistan,2018,65.57278622,5.352,80.0,0.474,1.179,0.598,0.503,0.214,0.136
1426,Tajikistan,2019,67.15918294,5.467,74.0,0.493,1.098,0.718,0.389,0.23,0.144
1427,Tajikistan,2020,68.71995101,5.555699825,71.0,8.0248,0.8353,64.1046,0.8314,-0.0251,0.5921
1428,Tanzania,2015,58.11993452,3.781,146.0,7.4502,0.8077,52.5274,0.6282,0.1404,0.8747
1429,Tanzania,2016,59.8884974,3.666,149.0,0.4715,0.7762,0.357,0.3176,0.3147,0.051
1430,Tanzania,2017,61.70732107,3.349,153.0,0.511,1.042,0.365,0.39,0.354,0.066
1431,Tanzania,2018,63.57354256,3.303,153.0,0.455,0.991,0.381,0.481,0.27,0.097
1432,Tanzania,2019,65.48369948,3.231,153.0,0.476,0.885,0.499,0.417,0.276,0.147
1433,Tanzania,2020,67.43532739,3.476200104,148.0,7.9677,0.6889,57.4961,0.8215,0.1097,0.6198
1434,Thailand,2015,134.4996359,6.455,34.0,9.5402,0.9177,65.4039,0.8444,0.4357,0.9152
1435,Thailand,2016,135.0022764,6.474,33.0,1.0893,1.0448,0.6492,0.4955,0.587,0.0283
1436,Thailand,2017,135.4691166,6.424,32.0,1.128,1.426,0.647,0.58,0.572,0.032
1437,Thailand,2018,135.8970698,6.072,46.0,1.016,1.417,0.707,0.637,0.364,0.029
1438,Thailand,2019,136.28292,6.008,52.0,1.05,1.409,0.828,0.557,0.359,0.028
1439,Thailand,2020,136.6242792,5.998799801,54.0,9.7418,0.89,67.2506,0.9051,0.2687,0.8863
1446,Togo,2015,134.6416988,2.839,158.0,7.2156,0.4461,48.9963,0.6621,-0.0844,0.7959
1447,Togo,2016,138.0759698,3.303,155.0,0.2812,0.0,0.2481,0.3468,0.1752,0.1159
1448,Togo,2017,141.5421217,3.495,150.0,0.305,0.432,0.247,0.38,0.197,0.096
1449,Togo,2018,145.0467917,3.999,139.0,0.259,0.474,0.253,0.434,0.158,0.101
1450,Togo,2019,148.6000919,4.085,139.0,0.275,0.572,0.41,0.293,0.177,0.085
1451,Togo,2020,152.2106453,4.187200069,135.0,7.3577,0.5513,54.7199,0.6498,0.0027,0.7577
1458,Trinidad and Tobago,2015,267.1212476,6.168,41.0,10.2911,0.8836,60.9353,0.8465,0.1082,0.9476
1459,Trinidad and Tobago,2016,268.5307992,6.168,43.0,1.3257,0.9857,0.5261,0.4845,0.3193,0.0124
1460,Trinidad and Tobago,2017,269.797271,6.168,38.0,1.361,1.38,0.52,0.519,0.325,0.009
1462,Trinidad and Tobago,2019,271.9237817,6.192,39.0,1.231,1.477,0.713,0.489,0.185,0.016
1463,Trinidad and Tobago,2020,272.8052632,6.191899776,42.0,10.26,0.9153,63.5,0.8579,0.0005,0.9122
1464,Tunisia,2015,71.96157956,4.739,107.0,9.2772,0.6407,65.3832,0.5655,-0.2146,0.8651
1465,Tunisia,2016,72.75966787,5.045,98.0,0.9772,0.4316,0.5958,0.2355,0.0394,0.0817
1466,Tunisia,2017,73.59319001,4.805,102.0,1.007,0.868,0.613,0.29,0.05,0.087
1467,Tunisia,2018,74.44131694,4.592,111.0,0.9,0.906,0.69,0.271,0.04,0.063
1468,Tunisia,2019,75.27498069,4.461,124.0,0.921,1.0,0.815,0.167,0.059,0.055
1469,Tunisia,2020,76.07246395,4.392199993,128.0,9.315,0.6887,66.8979,0.5934,-0.2164,0.8676
1470,Turkey,2015,102.0352806,5.332,76.0,9.8286,0.7841,65.1591,0.5328,-0.1406,0.7165
1471,Turkey,2016,103.7223965,5.389,78.0,1.1649,0.8772,0.6472,0.2389,0.0471,0.1235
1472,Turkey,2017,105.3966854,5.5,69.0,1.198,1.338,0.638,0.301,0.047,0.1
1473,Turkey,2018,106.986591,5.483,74.0,1.148,1.38,0.686,0.324,0.106,0.109
1474,Turkey,2019,108.4022283,5.373,79.0,1.183,1.36,0.808,0.195,0.083,0.106
1475,Turkey,2020,109.583913,5.131800175,93.0,10.1294,0.8263,66.9028,0.6088,-0.171,0.7482
1476,Turkmenistan,2015,11.84279148,5.548,70.0,9.5143,0.9016,58.19,0.768,-0.0806,0.4776
1477,Turkmenistan,2016,12.04939246,5.658,65.0,1.0802,1.0382,0.4401,0.3741,0.2257,0.2847
1478,Turkmenistan,2017,12.25218011,5.822,59.0,1.131,1.493,0.438,0.418,0.25,0.259
1479,Turkmenistan,2018,12.450582,5.636,68.0,1.016,1.533,0.517,0.417,0.199,0.037
1480,Turkmenistan,2019,12.64463644,5.247,87.0,1.052,1.538,0.657,0.394,0.244,0.028
1481,Turkmenistan,2020,12.83422425,5.119100094,95.0,9.748,0.959,62.2117,0.8265,0.1877,0.8837
1494,Uganda,2015,190.6315929,3.931,141.0,7.2228,0.8624,50.9542,0.7501,0.0729,0.8507
1495,Uganda,2016,197.7317624,3.739,146.0,0.3472,0.9098,0.1962,0.4365,0.271,0.0644
1496,Uganda,2017,205.2991622,4.081,133.0,0.381,1.13,0.218,0.443,0.326,0.057
1497,Uganda,2018,213.0911231,4.161,135.0,0.322,1.09,0.237,0.45,0.259,0.061
1498,Uganda,2019,220.7739228,4.189,136.0,0.332,1.069,0.443,0.356,0.252,0.06
1499,Uganda,2020,228.111909,4.43200016,126.0,7.5004,0.765,55.7082,0.7317,0.0995,0.8367
1500,Ukraine,2015,77.94720434,4.681,111.0,9.0256,0.8916,63.0697,0.5546,-0.1022,0.9188
1501,Ukraine,2016,77.68936629,4.324,123.0,0.8729,1.0141,0.5863,0.1286,0.2036,0.0183
1502,Ukraine,2017,77.38846021,4.096,132.0,0.895,1.395,0.576,0.123,0.27,0.023
1503,Ukraine,2018,77.0150466,4.103,138.0,0.793,1.413,0.609,0.163,0.187,0.011
1504,Ukraine,2019,76.60718502,4.332,133.0,0.82,1.39,0.739,0.178,0.187,0.01
1505,Ukraine,2020,76.17309803,4.56069994,123.0,9.0107,0.8789,64.6068,0.6631,-0.0309,0.9206
1506,United Arab Emirates,2015,130.4265841,6.901,20.0,10.9516,0.8593,67.9605,0.925,0.0394,0.3551
1507,United Arab Emirates,2016,131.8075894,6.573,28.0,1.5735,0.8711,0.7299,0.5621,0.2659,0.3556
1508,United Arab Emirates,2017,133.5849901,6.648,21.0,1.626,1.266,0.727,0.608,0.361,0.324
1509,United Arab Emirates,2018,135.6092087,6.774,20.0,1.467,1.296,0.776,0.67,0.284,0.186
1510,United Arab Emirates,2019,137.5742889,6.825,21.0,1.503,1.31,0.825,0.598,0.262,0.182
1511,United Arab Emirates,2020,139.2621797,6.790800095,21.0,11.11,0.8492,67.0828,0.9413,0.1235,0.5945
1512,United Kingdom,2015,269.1531393,6.867,21.0,10.4583,0.9263,71.5805,0.882,0.3631,0.4582
1513,United Kingdom,2016,271.2007316,6.725,23.0,1.4028,1.0867,0.8099,0.5004,0.5016,0.274
1514,United Kingdom,2017,273.049473,6.714,19.0,1.442,1.496,0.805,0.508,0.493,0.265
1515,United Kingdom,2018,274.7089819,6.814,19.0,1.301,1.559,0.883,0.533,0.354,0.272
1516,United Kingdom,2019,276.2630802,7.054,15.0,1.333,1.538,0.996,0.45,0.348,0.278
1517,United Kingdom,2020,277.8295085,7.164500237,13.0,10.6001,0.9367,72.3016,0.8347,0.2637,0.4359
1518,United States,2015,35.06332868,7.119,15.0,10.8512,0.9102,69.8588,0.8343,0.2131,0.7142
1519,United States,2016,35.31834714,7.104,13.0,1.508,1.0478,0.779,0.4816,0.4108,0.1487
1520,United States,2017,35.54249482,6.993,14.0,1.546,1.42,0.774,0.506,0.393,0.136
1521,United States,2018,35.73009646,6.886,18.0,1.398,1.471,0.819,0.547,0.291,0.133
1522,United States,2019,35.89317567,6.892,19.0,1.433,1.457,0.874,0.454,0.28,0.128
1523,United States,2020,36.01935005,6.939599991,18.0,10.9258,0.9142,68.2995,0.8426,0.1499,0.6997
1530,Uruguay,2015,19.49498914,6.485,32.0,9.8307,0.8942,68.0455,0.889,-0.0011,0.5771
1531,Uruguay,2016,19.56427265,6.545,29.0,1.1816,1.0314,0.7218,0.5439,0.1806,0.2139
1532,Uruguay,2017,19.63572735,6.454,28.0,1.218,1.412,0.719,0.579,0.175,0.178
1533,Uruguay,2018,19.70797623,6.379,31.0,1.093,1.459,0.771,0.625,0.13,0.155
1534,Uruguay,2019,19.77905954,6.293,33.0,1.124,1.465,0.891,0.523,0.127,0.15
1535,Uruguay,2020,19.84760027,6.440100193,26.0,9.9482,0.9228,69.0025,0.8924,-0.1011,0.636
1536,Uzbekistan,2015,71.03844609,6.003,44.0,8.5148,0.9493,60.3169,0.9407,-0.0062,0.4779
1537,Uzbekistan,2016,72.28499187,5.987,49.0,0.7359,1.1681,0.5016,0.6085,0.3433,0.2833
1538,Uzbekistan,2017,73.51238234,5.971,47.0,0.786,1.549,0.498,0.658,0.416,0.247
1539,Uzbekistan,2018,74.80586987,6.096,44.0,0.719,1.584,0.605,0.724,0.328,0.259
1540,Uzbekistan,2019,76.22283256,6.174,41.0,0.745,1.529,0.756,0.631,0.322,0.24
1541,Uzbekistan,2020,77.70210303,6.257599831,38.0,8.7404,0.9266,65.1076,0.975,0.2484,0.5015
1554,Vietnam,2015,298.8908376,5.36,75.0,8.5139,0.7698,65.7024,0.8802,-0.0821,0.8004
1555,Vietnam,2016,301.9977263,5.061,96.0,0.7404,0.7912,0.6616,0.5595,0.2508,0.1156
1556,Vietnam,2017,305.0944722,5.074,94.0,0.789,1.277,0.652,0.571,0.235,0.088
1557,Vietnam,2018,308.1431902,5.103,95.0,0.715,1.365,0.702,0.618,0.177,0.079
1558,Vietnam,2019,311.0978424,5.175,94.0,0.741,1.346,0.851,0.543,0.147,0.073
1559,Vietnam,2020,313.9245428,5.353499889,83.0,8.8095,0.85,67.9527,0.9396,-0.0945,0.7964
1584,Zambia,2015,21.36075277,5.129,85.0,8.0179,0.7714,49.5316,0.7795,-0.0474,0.7684
1585,Zambia,2016,22.01193048,4.795,106.0,0.612,0.6376,0.2357,0.4266,0.1787,0.1148
1586,Zambia,2017,22.67128694,4.514,116.0,0.636,1.003,0.258,0.462,0.25,0.078
1587,Zambia,2018,23.34133362,4.377,125.0,0.562,1.047,0.295,0.503,0.221,0.082
1588,Zambia,2019,24.02646525,4.107,138.0,0.578,1.058,0.426,0.431,0.247,0.087
1589,Zambia,2020,24.72989413,3.759399891,141.0,8.2247,0.6988,55.2994,0.8065,0.078,0.8013
1590,Zimbabwe,2015,35.71059067,4.61,115.0,7.4066,0.8203,50.8145,0.5616,-0.0551,0.8378
1591,Zimbabwe,2016,36.26816079,4.193,131.0,0.3504,0.7148,0.1595,0.2543,0.185,0.0858
1592,Zimbabwe,2017,36.80134161,3.875,138.0,0.376,1.083,0.197,0.336,0.189,0.095
1593,Zimbabwe,2018,37.32405842,3.692,144.0,0.357,1.094,0.248,0.406,0.132,0.099
1594,Zimbabwe,2019,37.85827323,3.663,146.0,0.366,1.114,0.433,0.361,0.151,0.089
1595,Zimbabwe,2020,38.42038775,3.299200058,151.0,7.8657,0.7631,55.6173,0.7115,-0.0721,0.8102
