Country,Score,Rank,Year,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption
Switzerland,7.5870,1,2015,10.8573,0.9531,72.7369,0.9477,0.0807,0.3014
Iceland,7.5610,2,2015,10.5685,0.9752,72.9686,0.9128,0.2579,0.7418
Denmark,7.5270,3,2015,10.6395,0.9578,70.3234,0.9324,0.1374,0.2004
Norway,7.5220,4,2015,11.0489,0.9454,70.7053,0.9517,0.1445,0.3880
Canada,7.4270,5,2015,10.6420,0.9419,71.4432,0.9168,0.2856,0.4441
Finland,7.4060,6,2015,10.5315,0.9400,70.8462,0.9251,0.0003,0.3110
Netherlands,7.3780,7,2015,10.6517,0.9241,70.9809,0.9005,0.3085,0.4622
Sweden,7.3640,8,2015,10.6586,0.9278,71.6323,0.9422,0.1643,0.2719
New Zealand,7.2860,9,2015,10.4087,0.9406,71.5422,0.9229,0.3071,0.2865
Australia,7.2840,10,2015,10.6644,0.9363,72.3800,0.9341,0.2570,0.4017
Israel,7.2780,11,2015,10.3424,0.9005,71.7409,0.7083,0.1251,0.8425
Costa Rica,7.2260,12,2015,9.5061,0.9063,69.8042,0.9175,0.0276,0.7982
Austria,7.2000,13,2015,10.6756,0.9311,70.8936,0.9086,0.1240,0.6701
Mexico,7.1870,14,2015,9.7046,0.7708,68.1482,0.7734,-0.1175,0.6284
United States,7.1190,15,2015,10.8512,0.9102,69.8588,0.8343,0.2131,0.7142
Brazil,6.9830,16,2015,9.5841,0.9042,63.9052,0.7816,-0.1111,0.6884
Luxembourg,6.9460,17,2015,11.3705,0.8987,71.9242,0.9005,0.0598,0.3675
Ireland,6.9400,18,2015,10.6716,0.9615,71.0711,0.9024,0.2867,0.5115
Belgium,6.9370,19,2015,10.5854,0.9264,71.1193,0.8708,-0.0136,0.6090
United Arab Emirates,6.9010,20,2015,10.9516,0.8593,67.9605,0.9250,0.0394,0.3551
United Kingdom,6.8670,21,2015,10.4583,0.9263,71.5805,0.8820,0.3631,0.4582
Oman,6.8530,22,2015,10.7457,0.8409,66.2806,0.9166,-0.0226,0.4510
Venezuela,6.8100,23,2015,9.7773,0.9139,64.7544,0.7234,-0.2220,0.7905
Singapore,6.7980,24,2015,11.2416,0.8150,75.7655,0.8310,0.0988,0.1870
Panama,6.7860,25,2015,9.8364,0.8898,67.5036,0.8306,0.0141,0.8190
Germany,6.7500,26,2015,10.6470,0.9321,70.9455,0.8995,0.0621,0.6200
Chile,6.6700,27,2015,9.9702,0.8588,69.7426,0.7350,0.1275,0.7620
Qatar,6.6110,28,2015,11.7584,0.8396,67.5299,0.9238,0.1175,0.1395
France,6.5750,29,2015,10.4933,0.9158,72.8942,0.8382,-0.1396,0.6390
Argentina,6.5740,30,2015,9.8057,0.9107,67.1648,0.7430,-0.1508,0.8314
Czech Republic,6.5050,31,2015,10.1904,0.8932,69.2462,0.7562,-0.1605,0.9237
Uruguay,6.4850,32,2015,9.8307,0.8942,68.0455,0.8890,-0.0011,0.5771
Colombia,6.4770,33,2015,9.3921,0.9073,63.6792,0.8235,-0.0625,0.8847
Thailand,6.4550,34,2015,9.5402,0.9177,65.4039,0.8444,0.4357,0.9152
Saudi Arabia,6.4110,35,2015,10.8539,0.8418,64.7446,0.6109,-0.1222,0.4510
Spain,6.3290,36,2015,10.3472,0.9382,73.2497,0.7522,-0.0647,0.8644
Malta,6.3020,37,2015,10.2775,0.9332,70.7777,0.8890,0.3611,0.7507
Taiwan,6.2980,38,2015,10.5338,0.8385,70.3471,0.6933,0.0261,0.8370
Kuwait,6.2950,39,2015,11.3408,0.8762,64.9134,0.8428,-0.0901,0.5604
Suriname,6.2690,40,2015,9.6274,0.7949,60.6955,0.8823,-0.0804,0.7499
Trinidad and Tobago,6.1680,41,2015,10.2911,0.8836,60.9353,0.8465,0.1082,0.9476
El Salvador,6.1300,42,2015,8.9198,0.8171,63.1949,0.6991,-0.1604,0.7793
Guatemala,6.1230,43,2015,8.8615,0.8249,61.9983,0.8640,0.0529,0.8158
Uzbekistan,6.0030,44,2015,8.5148,0.9493,60.3169,0.9407,-0.0062,0.4779
Slovakia,5.9950,45,2015,10.1595,0.9198,67.2296,0.6175,-0.0817,0.9114
Japan,5.9870,46,2015,10.4717,0.9144,74.5320,0.7870,-0.1603,0.6799
South Korea,5.9840,47,2015,10.3916,0.7889,73.6021,0.6313,-0.0606,0.8413
Ecuador,5.9750,48,2015,9.2248,0.8062,67.2920,0.7771,-0.1497,0.6794
Bahrain,5.9600,49,2015,10.6343,0.8973,65.7168,0.7479,-0.0757,0.4815
Italy,5.9480,50,2015,10.4116,0.8895,73.2076,0.5652,-0.0064,0.9198
Bolivia,5.8900,51,2015,8.6647,0.7976,58.2022,0.8610,-0.0354,0.8264
Moldova,5.8890,52,2015,8.3984,0.8130,61.0590,0.6276,-0.0301,0.9401
Paraguay,5.8780,53,2015,8.9054,0.9344,62.6028,0.8276,0.1386,0.8353
Kazakhstan,5.8550,54,2015,10.0173,0.8579,61.9778,0.8063,-0.1460,0.8319
Slovenia,5.8480,55,2015,10.2088,0.9214,70.2775,0.8936,0.0255,0.9057
Lithuania,5.8330,56,2015,10.0931,0.9145,65.1430,0.5188,-0.2627,0.9493
Nicaragua,5.8280,57,2015,8.3946,0.8661,65.5718,0.8426,0.0570,0.6600
Peru,5.8240,58,2015,9.3356,0.7960,65.1028,0.7100,-0.1060,0.8709
Belarus,5.8130,59,2015,9.7395,0.9042,65.3164,0.6762,-0.1559,0.6636
Poland,5.7910,60,2015,10.0266,0.9238,66.8685,0.8203,-0.0834,0.8990
Malaysia,5.7700,61,2015,10.0245,0.8361,64.8778,0.8193,0.1238,0.7995
Croatia,5.7590,62,2015,9.8947,0.7212,67.1945,0.5619,-0.2271,0.9272
Libya,5.7540,63,2015,10.0446,0.8563,64.1502,0.7116,-0.0639,0.7912
Russia,5.7160,64,2015,10.0636,0.9056,62.9021,0.6643,-0.2937,0.9181
Jamaica,5.7090,65,2015,9.0603,0.8699,63.5577,0.7948,-0.0266,0.9293
North Cyprus,5.6950,66,2015,10.2795,0.8360,72.0912,0.7814,0.0361,0.7397
Cyprus,5.6890,67,2015,10.2797,0.7618,72.0912,0.7022,0.0929,0.8684
Algeria,5.6050,68,2015,9.4555,0.8392,61.0374,0.5874,-0.1969,0.6906
Kosovo,5.5890,69,2015,9.0330,0.7278,61.5312,0.5511,0.0633,0.8907
Turkmenistan,5.5480,70,2015,9.5143,0.9016,58.1900,0.7680,-0.0806,0.4776
Mauritius,5.4770,71,2015,9.6650,0.8004,64.3560,0.8482,0.1831,0.8467
Hong Kong,5.4740,72,2015,10.8252,0.8310,75.3332,0.8818,0.2052,0.3782
Estonia,5.4290,73,2015,10.1069,0.9022,66.6727,0.7421,-0.1860,0.7254
Indonesia,5.3990,74,2015,9.1152,0.8431,61.7700,0.7585,0.3583,0.9657
Vietnam,5.3600,75,2015,8.5139,0.7698,65.7024,0.8802,-0.0821,0.8004
Turkey,5.3320,76,2015,9.8286,0.7841,65.1591,0.5328,-0.1406,0.7165
Kyrgyzstan,5.2860,77,2015,8.0299,0.8700,62.2380,0.7288,0.0852,0.8987
Nigeria,5.2680,78,2015,8.5819,0.7665,44.5024,0.6420,0.0496,0.9019
Bhutan,5.2530,79,2015,8.9378,0.8502,59.4622,0.8211,0.3134,0.7213
Azerbaijan,5.2120,80,2015,9.7149,0.7806,61.8611,0.6676,-0.1972,0.7114
Pakistan,5.1940,81,2015,8.4013,0.5610,57.3156,0.4311,0.1314,0.8001
Jordan,5.1920,82,2015,9.3411,0.8292,63.8825,0.7021,-0.1559,0.7395
Montenegro,5.1920,83,2015,9.5631,0.7670,64.9238,0.4895,-0.0912,0.7395
China,5.1400,84,2015,9.3048,0.7843,68.2254,0.8067,-0.1923,0.9217
Zambia,5.1290,85,2015,8.0179,0.7714,49.5316,0.7795,-0.0474,0.7684
Romania,5.1240,86,2015,9.7749,0.7588,66.5025,0.6490,-0.1216,0.9554
Serbia,5.1230,87,2015,9.3980,0.8107,65.7602,0.5071,-0.0520,0.9243
Portugal,5.1020,88,2015,10.1319,0.8650,70.3432,0.8046,-0.1220,0.9486
Latvia,5.0980,89,2015,9.9885,0.8467,64.8934,0.5978,-0.0647,0.8655
Philippines,5.0730,90,2015,8.7382,0.8214,59.7178,0.9097,0.0212,0.7714
Somaliland region,5.0570,91,2015,7.1536,0.7863,54.5717,0.7582,0.3428,0.3338
Morocco,5.0130,92,2015,8.8286,0.6561,60.7440,0.7118,-0.2051,0.8304
Macedonia,5.0070,93,2015,9.3918,0.8076,65.2936,0.6337,-0.0123,0.8814
Mozambique,4.9710,94,2015,6.8305,0.8176,42.0180,0.6392,-0.0134,0.7188
Albania,4.9590,95,2015,9.2697,0.7246,68.1052,0.6553,-0.1150,0.8642
Bosnia and Herzegovina,4.9490,96,2015,9.1273,0.7727,67.2941,0.4040,0.0189,0.9621
Lesotho,4.8980,97,2015,7.7269,0.8238,41.4690,0.6177,-0.0881,0.7678
Dominican Republic,4.8850,98,2015,9.3209,0.8787,62.8655,0.8634,-0.0208,0.7404
Laos,4.8760,99,2015,8.3867,0.6968,58.5597,0.8816,0.2396,0.5819
Mongolia,4.8740,100,2015,9.1149,0.9326,60.4963,0.7302,0.1258,0.9235
Swaziland,4.8670,101,2015,8.7589,0.8371,41.4523,0.6072,-0.0643,0.9173
Greece,4.8570,102,2015,10.1140,0.7770,70.5938,0.3893,-0.2962,0.9436
Lebanon,4.8390,103,2015,9.7203,0.7228,69.0527,0.6381,-0.0187,0.8932
Hungary,4.8000,104,2015,10.0125,0.8914,66.1465,0.6210,-0.1337,0.9220
Honduras,4.7880,105,2015,8.4010,0.7871,63.8358,0.6972,-0.0038,0.8577
Tajikistan,4.7860,106,2015,7.7729,0.7461,59.4521,0.7642,-0.0044,0.7272
Tunisia,4.7390,107,2015,9.2772,0.6407,65.3832,0.5655,-0.2146,0.8651
Palestinian Territories,4.7150,108,2015,8.4112,0.7754,62.5730,0.5487,-0.1533,0.7615
Bangladesh,4.6940,109,2015,7.7946,0.5681,60.4584,0.7036,-0.0267,0.7668
Iran,4.6860,110,2015,9.6686,0.6156,63.9423,0.6012,0.1875,0.8729
Ukraine,4.6810,111,2015,9.0256,0.8916,63.0697,0.5546,-0.1022,0.9188
Iraq,4.6770,112,2015,9.5972,0.7307,60.4850,0.3163,-0.0686,0.7475
South Africa,4.6420,113,2015,9.3979,0.8840,48.7233,0.6313,-0.1442,0.8251
Ghana,4.6330,114,2015,8.2485,0.6723,53.2201,0.7180,-0.0030,0.8968
Zimbabwe,4.6100,115,2015,7.4066,0.8203,50.8145,0.5616,-0.0551,0.8378
Liberia,4.5710,116,2015,6.7941,0.7184,51.0769,0.5870,0.0132,0.8671
India,4.5650,117,2015,8.5532,0.5474,57.3384,0.6938,0.0400,0.8313
Sudan,4.5500,118,2015,8.1733,0.8125,52.0443,0.4119,-0.0541,0.7337
Haiti,4.5180,119,2015,7.3936,0.6989,52.7558,0.5480,0.2904,0.6939
Congo (Kinshasa),4.5170,120,2015,6.5758,0.8071,42.2619,0.5308,0.0192,0.8450
Nepal,4.5140,121,2015,7.6794,0.7498,59.2698,0.6795,0.1139,0.8722
Ethiopia,4.5120,122,2015,7.1605,0.6406,54.6377,0.7285,0.0127,0.7276
Sierra Leone,4.5070,123,2015,7.5883,0.7880,38.7185,0.7037,-0.0233,0.8266
Mauritania,4.4360,124,2015,7.9679,0.7517,51.6814,0.5462,-0.0181,0.6894
Kenya,4.4190,125,2015,7.6939,0.8061,53.6909,0.7168,0.1806,0.8733
Djibouti,4.3690,126,2015,7.9255,0.6356,51.8321,0.7534,-0.0664,0.5209
Armenia,4.3500,127,2015,8.9310,0.7132,65.0931,0.5046,-0.1965,0.9039
Botswana,4.3320,128,2015,9.6219,0.8505,40.4443,0.7859,-0.1634,0.7683
Myanmar,4.3070,129,2015,7.4069,0.6846,56.1521,0.7339,0.7146,0.6645
Georgia,4.2970,130,2015,8.8503,0.5491,65.0702,0.7013,-0.2258,0.3591
Malawi,4.2920,131,2015,6.6250,0.5598,46.8712,0.7248,0.1245,0.8553
Sri Lanka,4.2710,132,2015,9.1365,0.8146,64.3041,0.8260,0.2223,0.8204
Cameroon,4.2520,133,2015,7.8711,0.7595,47.1749,0.7841,-0.0344,0.8741
Bulgaria,4.2180,134,2015,9.6789,0.8511,66.4154,0.6065,-0.1448,0.9519
Egypt,4.1940,135,2015,9.2793,0.7006,61.0179,0.4803,-0.1528,0.8656
Yemen,4.0770,136,2015,8.2513,0.6729,53.1957,0.6538,-0.1803,0.8414
Angola,4.0330,137,2015,8.8991,0.7481,44.7468,0.4148,-0.1395,0.8530
Mali,3.9950,138,2015,7.3752,0.8214,46.1561,0.6849,-0.0575,0.7702
Congo (Brazzaville),3.9890,139,2015,8.6565,0.6653,49.9387,0.7097,-0.1389,0.7808
Comoros,3.9560,140,2015,7.3087,0.7197,51.8408,0.5337,-0.0747,0.6508
Uganda,3.9310,141,2015,7.2228,0.8624,50.9542,0.7501,0.0729,0.8507
Senegal,3.9040,142,2015,7.6948,0.7966,54.4516,0.6652,-0.0315,0.7961
Gabon,3.8960,143,2015,9.8263,0.7669,54.3909,0.6191,-0.2096,0.7902
Niger,3.8450,144,2015,6.7886,0.7113,49.4531,0.7687,-0.0500,0.7182
Cambodia,3.8190,145,2015,7.9873,0.6504,60.8018,0.9448,0.2164,0.8510
Tanzania,3.7810,146,2015,7.4502,0.8077,52.5274,0.6282,0.1404,0.8747
Madagascar,3.6810,147,2015,7.2142,0.6674,55.6009,0.4983,-0.0253,0.8371
Central African Republic,3.6780,148,2015,6.8165,0.3874,41.1392,0.7800,0.0065,0.8345
Chad,3.6670,149,2015,7.6241,0.7063,44.1423,0.5393,-0.0627,0.8823
Guinea,3.6560,150,2015,7.1098,0.5822,47.3941,0.6742,0.0677,0.7736
Ivory Coast,3.6550,151,2015,8.0025,0.7107,44.2056,0.7609,-0.0401,0.6821
Burkina Faso,3.5870,152,2015,7.3671,0.7445,48.5199,0.6910,-0.0200,0.7626
Afghanistan,3.5750,153,2015,7.5563,0.5144,49.6801,0.5384,0.1675,0.8119
Rwanda,3.4650,154,2015,7.2566,0.7117,54.2074,0.8779,-0.0088,0.0923
Benin,3.3400,155,2015,7.4546,0.5357,50.2490,0.7759,-0.0643,0.8389
Syria,3.0060,156,2015,8.6091,0.5865,64.8053,0.4651,0.3030,0.6665
Burundi,2.9050,157,2015,6.6227,0.5617,46.8113,0.4287,-0.0457,0.8064
Togo,2.8390,158,2015,7.2156,0.4461,48.9963,0.6621,-0.0844,0.7959
Denmark,7.526,1,2016,1.4418,1.1637,0.7950,0.5794,0.3617,0.4445
Switzerland,7.509,2,2016,1.5273,1.1452,0.8630,0.5856,0.2808,0.4120
Iceland,7.501,3,2016,1.4267,1.1833,0.8673,0.5662,0.4768,0.1497
Norway,7.498,4,2016,1.5774,1.1269,0.7958,0.5961,0.3789,0.3578
Finland,7.413,5,2016,1.4060,1.1346,0.8109,0.5710,0.2549,0.4100
Canada,7.404,6,2016,1.4401,1.0961,0.8276,0.5737,0.4483,0.3133
Netherlands,7.339,7,2016,1.4647,1.0291,0.8123,0.5521,0.4742,0.2993
New Zealand,7.334,8,2016,1.3607,1.1728,0.8310,0.5815,0.4940,0.4190
Australia,7.313,9,2016,1.4444,1.1048,0.8512,0.5684,0.4741,0.3233
Sweden,7.291,10,2016,1.4518,1.0876,0.8312,0.5822,0.3825,0.4087
Israel,7.267,11,2016,1.3377,0.9954,0.8492,0.3643,0.3229,0.0873
Austria,7.119,12,2016,1.4504,1.0838,0.8056,0.5436,0.3286,0.2135
United States,7.104,13,2016,1.5080,1.0478,0.7790,0.4816,0.4108,0.1487
Costa Rica,7.087,14,2016,1.0688,1.0215,0.7615,0.5523,0.2255,0.1055
Puerto Rico,7.039,15,2016,1.3594,1.0811,0.7776,0.4682,0.2220,0.1228
Germany,6.994,16,2016,1.4479,1.0977,0.8149,0.5347,0.3045,0.2855
Brazil,6.952,17,2016,1.0875,1.0394,0.6142,0.4043,0.1578,0.1417
Belgium,6.929,18,2016,1.4254,1.0525,0.8196,0.5135,0.2424,0.2625
Ireland,6.907,19,2016,1.4834,1.1616,0.8145,0.5401,0.4496,0.2975
Luxembourg,6.871,20,2016,1.6975,1.0400,0.8454,0.5487,0.2757,0.3533
Mexico,6.778,21,2016,1.1151,0.7146,0.7114,0.3771,0.1174,0.1835
Singapore,6.739,22,2016,1.6455,0.8676,0.9472,0.4877,0.3271,0.4699
United Kingdom,6.725,23,2016,1.4028,1.0867,0.8099,0.5004,0.5016,0.2740
Chile,6.705,24,2016,1.2167,0.9059,0.8188,0.3779,0.3160,0.1145
Panama,6.701,25,2016,1.1831,0.9891,0.7083,0.4893,0.2418,0.0842
Argentina,6.650,26,2016,1.1514,1.0661,0.6971,0.4228,0.1099,0.0730
Czech Republic,6.596,27,2016,1.3092,1.0079,0.7638,0.4142,0.0993,0.0399
United Arab Emirates,6.573,28,2016,1.5735,0.8711,0.7299,0.5621,0.2659,0.3556
Uruguay,6.545,29,2016,1.1816,1.0314,0.7218,0.5439,0.1806,0.2139
Malta,6.488,30,2016,1.3078,1.0988,0.8032,0.5499,0.5624,0.1755
Colombia,6.481,31,2016,1.0303,1.0217,0.5966,0.4473,0.1563,0.0540
France,6.478,32,2016,1.3949,1.0051,0.8379,0.4656,0.1216,0.1781
Thailand,6.474,33,2016,1.0893,1.0448,0.6492,0.4955,0.5870,0.0283
Saudi Arabia,6.379,34,2016,1.4895,0.8483,0.5927,0.3790,0.1546,0.3001
Taiwan,6.379,35,2016,1.3973,0.9262,0.7957,0.3238,0.2550,0.0663
Qatar,6.375,36,2016,1.8243,0.8796,0.7172,0.5668,0.3239,0.4805
Spain,6.361,37,2016,1.3425,1.1294,0.8790,0.3754,0.1766,0.0614
Algeria,6.355,38,2016,1.0527,0.8331,0.6180,0.2101,0.0704,0.1616
Guatemala,6.324,39,2016,0.8345,0.8712,0.5404,0.5038,0.2881,0.0870
Suriname,6.269,40,2016,1.0969,0.7787,0.5093,0.5223,0.1666,0.1269
Kuwait,6.239,41,2016,1.6171,0.8776,0.6357,0.4317,0.1597,0.2367
Bahrain,6.218,42,2016,1.4402,0.9440,0.6570,0.4738,0.1715,0.2577
Trinidad and Tobago,6.168,43,2016,1.3257,0.9857,0.5261,0.4845,0.3193,0.0124
Venezuela,6.084,44,2016,1.1337,1.0330,0.6190,0.1985,0.0425,0.0830
Slovakia,6.078,45,2016,1.2797,1.0827,0.7037,0.2339,0.1384,0.0295
El Salvador,6.068,46,2016,0.8737,0.8098,0.5960,0.3727,0.0888,0.1061
Malaysia,6.005,47,2016,1.2514,0.8802,0.6237,0.3903,0.4147,0.0908
Nicaragua,5.992,48,2016,0.6938,0.8952,0.6521,0.4658,0.2977,0.1629
Uzbekistan,5.987,49,2016,0.7359,1.1681,0.5016,0.6085,0.3433,0.2833
Italy,5.977,50,2016,1.3549,1.0417,0.8510,0.1883,0.1668,0.0256
Ecuador,5.976,51,2016,0.9731,0.8597,0.6861,0.4027,0.1007,0.1804
Belize,5.956,52,2016,0.8762,0.6865,0.4557,0.5123,0.2368,0.1077
Japan,5.921,53,2016,1.3801,1.0605,0.9149,0.4676,0.1022,0.1899
Kazakhstan,5.919,54,2016,1.2294,0.9554,0.5739,0.4052,0.1501,0.1113
Moldova,5.897,55,2016,0.6918,0.8313,0.5231,0.2520,0.2000,0.0190
Russia,5.856,56,2016,1.2323,1.0526,0.5899,0.3268,0.0274,0.0359
Poland,5.835,57,2016,1.2458,1.0468,0.6906,0.4519,0.1444,0.0550
South Korea,5.835,58,2016,1.3595,0.7219,0.8864,0.2517,0.1882,0.0772
Bolivia,5.822,59,2016,0.7942,0.8378,0.4697,0.5096,0.2170,0.0775
Lithuania,5.813,60,2016,1.2692,1.0641,0.6467,0.1893,0.0202,0.0182
Belarus,5.802,61,2016,1.1306,1.0499,0.6310,0.2909,0.1394,0.1746
North Cyprus,5.771,62,2016,1.3114,0.8183,0.8414,0.4360,0.2632,0.1658
Slovenia,5.768,63,2016,1.2995,1.0561,0.7915,0.5316,0.2574,0.0363
Peru,5.743,64,2016,0.9960,0.8126,0.6299,0.3750,0.1453,0.0529
Turkmenistan,5.658,65,2016,1.0802,1.0382,0.4401,0.3741,0.2257,0.2847
Mauritius,5.648,66,2016,1.1437,0.7570,0.6619,0.4614,0.3695,0.0520
Libya,5.615,67,2016,1.0669,0.9508,0.5230,0.4067,0.1709,0.1034
Latvia,5.560,68,2016,1.2179,0.9503,0.6395,0.2800,0.1745,0.0889
Cyprus,5.546,69,2016,1.3186,0.7070,0.8488,0.2951,0.2791,0.0523
Paraguay,5.538,70,2016,0.8937,1.1111,0.5830,0.4624,0.2530,0.0740
Romania,5.528,71,2016,1.1697,0.7280,0.6760,0.3671,0.1289,0.0068
Estonia,5.517,72,2016,1.2796,1.0516,0.6810,0.4151,0.0842,0.1852
Jamaica,5.510,73,2016,0.8933,0.9637,0.5947,0.4360,0.2224,0.0429
Croatia,5.488,74,2016,1.1865,0.6081,0.7052,0.2391,0.1843,0.0400
Hong Kong,5.458,75,2016,1.5107,0.8702,0.9528,0.4808,0.4010,0.3165
Somalia,5.440,76,2016,0.0000,0.3361,0.1147,0.5678,0.2722,0.3118
Kosovo,5.401,77,2016,0.9015,0.6606,0.5400,0.1440,0.2799,0.0655
Turkey,5.389,78,2016,1.1649,0.8772,0.6472,0.2389,0.0471,0.1235
Indonesia,5.314,79,2016,0.9510,0.8763,0.4937,0.3924,0.5652,0.0032
Jordan,5.303,80,2016,0.9967,0.8622,0.6071,0.3602,0.1426,0.1330
Azerbaijan,5.291,81,2016,1.1237,0.7604,0.5450,0.3533,0.0564,0.1791
Philippines,5.279,82,2016,0.8122,0.8788,0.4704,0.5485,0.2167,0.1176
China,5.245,83,2016,1.0278,0.7938,0.7356,0.4401,0.0496,0.0275
Bhutan,5.196,84,2016,0.8527,0.9084,0.4976,0.4607,0.4855,0.1616
Kyrgyzstan,5.185,85,2016,0.5604,0.9543,0.5545,0.4021,0.3843,0.0476
Serbia,5.177,86,2016,1.0344,0.8133,0.6458,0.1572,0.2074,0.0434
Bosnia and Herzegovina,5.163,87,2016,0.9338,0.6437,0.7077,0.0951,0.2989,0.0000
Montenegro,5.161,88,2016,1.0784,0.7417,0.6353,0.1511,0.1719,0.1272
Dominican Republic,5.155,89,2016,1.0279,0.9950,0.5767,0.5226,0.2129,0.1237
Morocco,5.151,90,2016,0.8406,0.3860,0.5947,0.2565,0.0405,0.0840
Hungary,5.145,91,2016,1.2414,0.9316,0.6761,0.1977,0.0990,0.0447
Pakistan,5.132,92,2016,0.6882,0.2614,0.4031,0.1462,0.3118,0.1388
Lebanon,5.129,93,2016,1.1227,0.6418,0.7617,0.2623,0.2369,0.0306
Portugal,5.123,94,2016,1.2761,0.9437,0.7936,0.4473,0.1169,0.0152
Macedonia,5.121,95,2016,1.0193,0.7824,0.6474,0.2767,0.2351,0.0705
Vietnam,5.061,96,2016,0.7404,0.7912,0.6616,0.5595,0.2508,0.1156
Somaliland region,5.057,97,2016,0.2556,0.7586,0.3311,0.3913,0.5148,0.3679
Tunisia,5.045,98,2016,0.9772,0.4316,0.5958,0.2355,0.0394,0.0817
